"지역별","상품군별","판매유형별","항목","단위","2014.1/4","2014.2/4","2014.3/4","2014.4/4","2015.1/4","2015.2/4","2015.3/4","2015.4/4","2016.1/4","2016.2/4","2016.3/4","2016.4/4","2017.1/4","2017.2/4","2017.3/4","2017.4/4","2018.1/4","2018.2/4","2018.3/4","2018.4/4","2019.1/4","2019.2/4","2019.3/4","2019.4/4","2020.1/4","2020.2/4","2020.3/4","2020.4/4","2021.1/4","2021.2/4","2021.3/4","2021.4/4","2022.1/4","2022.2/4","2022.3/4","2022.4/4","2023.1/4","2023.2/4","2023.3/4","2023.4/4","2024.1/4","2024.2/4",
"아세안","의류 및 패션 관련 상품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","612","338","540","764","1092","1209","1076","862","988","1346","1868","1625","1296","13","34","30","33","35","35","76","142","219","311","175","250","285","216","404","341","416",
"아세안","의류 및 패션 관련 상품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","5768","5369","5091","5815","3863","4680","4496","5790","5549","5932","5900","8039","8534","10875","9753","8830","7698","6905","8393","7569","7931","6297","8711","9194","5964","6791","6395","6720","13270","8713",
"아세안","스포츠·레저용품","계","해외직접판매액[백만원]","백만원","873","911","887","925","1304","1400","1530","1735","1665","1731","1441","2023","1571","1649","1578","1515","1242","1322","1300","1509","1582","1454","1367","1715","2101","1922","1811","1589","1472","1496","1500","1225","1295","1060","1435","1670","1509","1063","1905","1792","1065","1827",
"아세안","스포츠·레저용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"아세안","스포츠·레저용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1569","1649","1578","1515","1242","1322","1300","1509","1582","1454","1367","1715","2101","1922","1811","1589","1472","1496","1500","1225","1295","1060","1435","1670","1509","1063","1905","1792","1065","1827",
"아세안","화장품","계","해외직접판매액[백만원]","백만원","398","397","383","527","1452","1255","882","1476","1775","2490","3027","3481","17878","12433","18256","25399","23341","23083","19443","24768","26697","26814","33230","29680","25772","1605","5987","2303","2436","2242","3262","2796","3931","2955","5971","6425","7722","7797","5424","13654","11729","9392",
"아세안","화장품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","13316","9152","15268","21363","21180","21311","17585","19401","25017","25259","30136","25505","22093","896","4018","1328","1471","1175","2235","1701","2767","2085","5106","5692","5968","6757","3810","12050","9921","7828",
"아세안","화장품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","4562","3281","2988","4036","2161","1772","1858","5367","1680","1555","3094","4175","3679","709","1969","975","965","1067","1027","1095","1164","870","865","733","1754","1040","1614","1604","1808","1564",
"아세안","아동·유아용품","계","해외직접판매액[백만원]","백만원","94","91","103","103","180","154","92","288","316","573","519","834","862","1133","1220","1181","1194","1360","1435","1678","1473","1432","860","1344","1116","786","377","419","212","1017","926","647","275","272","222","320","282","148","260","222","195","190",
"아세안","아동·유아용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"아세안","아동·유아용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","862","1133","1220","1181","1194","1360","1435","1678","1473","1431","857","1343","1116","786","377","419","212","1017","926","647","275","272","222","320","282","148","260","222","195","190",
"아세안","음·식료품","계","해외직접판매액[백만원]","백만원","247","303","288","255","320","303","270","79","176","435","250","281","431","254","343","414","535","668","704","554","840","609","633","680","3843","275","165","178","175","513","462","660","132","173","193","245","162","181","164","196","298","408",
"아세안","음·식료품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","190","70","120","221","299","476","492","384","282","312","379","333","153","1","8","10","7","7","18","19","12","25","50","65","62","82","42","64","102","216",
"아세안","음·식료품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","241","184","223","193","236","192","212","170","558","297","254","347","3690","276","157","168","168","506","444","641","120","148","143","180","100","99","122","132","196","192",
"아세안","농축수산물","계","해외직접판매액[백만원]","백만원","93","111","116","158","143","137","178","3","2","40","10","14","11","7","11","13","11","12","10","9","7","7","7","12","7","4","4","2","1","0","2","1","0","0","0","0","0","0","0","0","0","0",
"아세안","농축수산물","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"아세안","농축수산물","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","11","7","11","13","11","12","10","9","7","7","7","12","7","4","4","2","1","0","2","1","0","0","0","0","0","0","0","0","0","0",
"아세안","생활·자동차용품","계","해외직접판매액[백만원]","백만원","1053","1082","1125","1146","1476","1613","1823","2003","1874","1836","1646","2482","1849","1654","1756","1589","1283","1291","1257","1260","1383","1372","1236","1613","1853","1688","1529","1362","1300","2933","2168","1565","894","881","1471","1503","1109","988","1610","1574","1028","1549",
"아세안","생활·자동차용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"아세안","생활·자동차용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1849","1654","1756","1589","1283","1291","1257","1260","1383","1372","1236","1613","1853","1688","1529","1362","1300","2933","2168","1565","894","881","1471","1503","1109","988","1610","1574","1028","1549",
"아세안","기 타","계","해외직접판매액[백만원]","백만원","381","200","353","258","229","321","309","349","314","372","291","295","326","354","352","374","1372","438","375","524","383","370","240","2986","865","429","395","931","589","1096","1585","760","397","350","313","273","163","195","232","170","386","513",
"아세안","기 타","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","3","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"아세안","기 타","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","323","354","352","374","1372","438","375","522","382","370","240","2986","865","429","395","931","589","1096","1585","760","397","350","313","273","163","195","232","170","386","512",
"중동","합계","계","해외직접판매액[백만원]","백만원","2262","2242","2101","2299","2187","2223","2095","2413","2187","2116","1775","2041","1936","1794","1883","2476","1708","1864","1947","2504","2254","2484","1835","2752","3286","2537","2880","2764","1730","1617","1694","1070","529","809","692","605","622","770","909","1267","788","855",
"중동","합계","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",
"중동","합계","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1936","1794","1883","2476","1708","1864","1947","2500","2254","2484","1835","2752","3286","2537","2880","2764","1730","1617","1694","1070","529","809","692","605","622","770","908","1267","788","854",
"중동","컴퓨터 및 주변기기","계","해외직접판매액[백만원]","백만원","145","181","152","129","119","124","125","128","112","107","113","151","95","71","79","301","48","58","67","77","98","96","62","79","61","107","139","81","51","94","73","26","2","14","48","33","55","36","80","115","115","136",
"중동","컴퓨터 및 주변기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중동","컴퓨터 및 주변기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","95","71","79","301","48","58","67","77","98","96","62","79","61","107","139","81","51","94","73","26","2","14","48","33","55","36","80","115","115","136",
"중동","가전·전자·통신기기","계","해외직접판매액[백만원]","백만원","665","693","608","716","535","585","479","572","425","369","306","364","353","341","315","262","172","153","181","193","155","155","168","356","182","190","272","195","157","99","105","65","8","17","8","32","18","19","8","19","9","19",
"중동","가전·전자·통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중동","가전·전자·통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","353","341","315","262","172","153","181","193","155","155","168","356","182","190","272","195","157","99","105","65","8","17","8","32","18","19","8","19","9","19",
"중동","가전·전자","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","7","19","7","16","5","19",
"중동","가전·전자","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"중동","가전·전자","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","7","19","7","16","5","19",
"중동","통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","11","0","1","3","4","0",
"중동","통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"중동","통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","11","0","1","3","4","0",
"중동","소프트웨어","계","해외직접판매액[백만원]","백만원","7","2","5","14","32","14","26","41","44","14","4","3","2","3","8","8","3","7","22","4","4","12","3","1","2","3","8","4","2","2","1","0","0","0","0","0","1","0","0","0","0","0",
"중동","소프트웨어","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중동","소프트웨어","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","2","3","8","8","3","7","22","4","4","12","3","1","2","3","8","4","2","2","1","0","0","0","0","0","1","0","0","0","0","0",
"중동","서 적","계","해외직접판매액[백만원]","백만원","4","7","4","4","4","5","12","10","13","23","24","27","23","23","43","42","43","60","58","72","58","81","55","100","98","11","9","21","32","27","40","46","36","53","46","16","14","15","17","91","25","13",
"중동","서 적","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중동","서 적","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","23","23","43","42","43","60","58","72","58","81","55","100","98","11","9","21","32","27","40","46","36","53","46","16","14","15","17","91","25","13",
"중동","사무·문구","계","해외직접판매액[백만원]","백만원","0","0","0","0","0","0","0","2","3","2","3","3","3","2","1","2","3","1","0","3","1","1","2","0","1","1","2","0","2","0","6","1","2","3","1","4","2","1","0","6","12","12",
"중동","사무·문구","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중동","사무·문구","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","3","2","1","2","3","1","0","3","1","1","2","0","1","1","2","0","2","0","6","1","2","3","1","4","2","1","0","6","12","12",
"중동","음반·비디오·악기","계","해외직접판매액[백만원]","백만원","30","23","28","27","31","38","29","33","137","102","92","132","76","68","143","115","104","161","247","272","206","314","227","360","496","710","870","1174","326","352","367","311","211","353","245","130","270","423","406","548","136","183",
"중동","음반·비디오·악기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중동","음반·비디오·악기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","76","68","143","115","104","161","247","272","206","314","227","360","496","710","870","1174","326","352","367","311","211","353","245","130","270","423","406","548","136","183",
"중동","의류 및 패션 관련 상품","계","해외직접판매액[백만원]","백만원","342","296","252","282","230","244","222","322","265","257","221","225","209","201","182","216","198","232","222","227","210","321","169","251","259","553","559","405","378","327","407","271","154","194","179","142","75","78","73","93","81","79",
"중동","의류 및 패션 관련 상품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중동","의류 및 패션 관련 상품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","209","201","182","216","198","232","222","224","210","321","169","251","259","553","559","405","378","327","407","271","154","194","179","142","75","78","73","93","81","79",
"중동","스포츠·레저용품","계","해외직접판매액[백만원]","백만원","69","72","60","66","62","60","60","62","67","68","60","64","45","52","50","46","49","41","45","72","49","46","34","51","47","42","59","48","31","32","32","14","2","1","1","3","0","3","0","1","1","1",
"중동","스포츠·레저용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중동","스포츠·레저용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","45","52","50","46","49","41","45","72","49","46","34","51","47","42","59","48","31","32","32","14","2","1","1","3","0","3","0","1","1","1",
"중동","화장품","계","해외직접판매액[백만원]","백만원","418","448","439","489","572","531","525","684","577","592","476","507","575","572","578","608","659","718","688","801","790","873","602","1134","671","534","543","469","422","376","381","217","93","159","130","200","172","166","303","366","384","373",
"중동","화장품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",
"중동","화장품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","575","572","578","608","659","718","688","800","790","873","602","1134","671","534","543","469","422","376","381","217","93","159","130","200","172","166","302","366","384","372",
"중동","아동·유아용품","계","해외직접판매액[백만원]","백만원","126","86","102","112","102","99","105","119","88","83","68","69","49","42","61","77","59","62","54","47","35","44","32","45","35","32","28","26","26","27","20","12","4","2","5","6","0","1","2","3","0","1",
"중동","아동·유아용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중동","아동·유아용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","49","42","61","77","59","62","54","47","35","44","32","45","35","32","28","26","26","27","20","12","4","2","5","6","0","1","2","3","0","1",
"중동","음·식료품","계","해외직접판매액[백만원]","백만원","26","22","46","66","47","70","49","4","7","3","3","2","7","4","4","3","3","4","4","6","7","7","5","8","921","2","0","4","2","5","1","0","4","2","2","2","2","1","0","1","5","1",
"중동","음·식료품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중동","음·식료품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","7","4","4","3","3","4","4","6","7","7","5","8","921","2","0","4","2","5","1","0","4","2","2","2","2","1","0","1","5","1",
"중동","농축수산물","계","해외직접판매액[백만원]","백만원","14","11","26","21","46","48","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중동","농축수산물","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중동","농축수산물","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중동","생활·자동차용품","계","해외직접판매액[백만원]","백만원","334","307","303","279","311","322","325","331","345","386","326","376","358","320","302","660","261","272","270","620","532","366","399","275","379","223","245","213","194","156","136","63","5","3","3","4","5","4","7","9","12","20",
"중동","생활·자동차용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중동","생활·자동차용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","358","320","302","660","261","272","270","620","532","366","399","275","379","223","245","213","194","156","136","63","5","3","3","4","5","4","7","9","12","20",
"중동","기 타","계","해외직접판매액[백만원]","백만원","82","94","76","94","96","83","101","105","104","110","79","118","141","95","117","136","106","95","89","110","109","168","77","92","134","129","146","124","104","118","123","43","8","10","21","33","8","23","13","15","8","17",
"중동","기 타","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"중동","기 타","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","141","95","117","136","106","95","89","110","109","168","77","92","134","129","146","124","104","118","123","43","8","10","21","33","8","23","13","15","8","17",
"기타 아시아","합계","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","315","518","2288","2290","4326","5004",
"기타 아시아","합계","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","2","1690","1904","1209","1515",
"기타 아시아","합계","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","315","516","598","386","3117","3489",
"기타 아시아","컴퓨터 및 주변기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","74","91","42","22","2514","2719",
"기타 아시아","컴퓨터 및 주변기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 아시아","컴퓨터 및 주변기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","74","91","42","22","2514","2719",
"기타 아시아","가전·전자·통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","15","24","61","24","23","24",
"기타 아시아","가전·전자·통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","52","23","14","16",
"기타 아시아","가전·전자·통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","15","24","9","1","9","8",
"기타 아시아","가전·전자","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","5","6","58","24","19","20",
"기타 아시아","가전·전자","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","52","23","14","16",
"기타 아시아","가전·전자","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","5","6","6","1","5","4",
"기타 아시아","통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","10","18","3","0","4","4",
"기타 아시아","통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 아시아","통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","10","18","3","0","4","4",
"기타 아시아","소프트웨어","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 아시아","소프트웨어","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 아시아","소프트웨어","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 아시아","서 적","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","8","1","2","1","0","1",
"기타 아시아","서 적","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 아시아","서 적","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","8","1","2","1","0","1",
"기타 아시아","사무·문구","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","4","0","0","3","288","312",
"기타 아시아","사무·문구","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 아시아","사무·문구","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","4","0","0","3","288","312",
"기타 아시아","음반·비디오·악기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","23","125","390","159","67","191",
"기타 아시아","음반·비디오·악기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 아시아","음반·비디오·악기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","23","125","390","159","67","191",
"기타 아시아","의류 및 패션 관련 상품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","127","181","153","211","158","246",
"기타 아시아","의류 및 패션 관련 상품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","105","129","112","181",
"기타 아시아","의류 및 패션 관련 상품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","127","181","48","82","46","65",
"기타 아시아","스포츠·레저용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","1","0","0","0",
"기타 아시아","스포츠·레저용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 아시아","스포츠·레저용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","1","0","0","0",
"기타 아시아","화장품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","57","90","1606","1827","1242","1466",
"기타 아시아","화장품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","1","1507","1715","1049","1278",
"기타 아시아","화장품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","57","89","99","112","193","188",
"기타 아시아","아동·유아용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","1","1","0","0","0","1",
"기타 아시아","아동·유아용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 아시아","아동·유아용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","1","1","0","0","0","1",
"기타 아시아","음·식료품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","4","1","27","38","34","40",
"기타 아시아","음·식료품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","1","26","37","34","40",
"기타 아시아","음·식료품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","4","0","1","1","0","0",
"기타 아시아","농축수산물","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 아시아","농축수산물","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 아시아","농축수산물","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 아시아","생활·자동차용품","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","1","0","3","0","2",
"기타 아시아","생활·자동차용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 아시아","생활·자동차용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","1","0","3","0","2",
"기타 아시아","기 타","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","2","3","6","2","0","2",
"기타 아시아","기 타","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","0","0","0","0","0","0",
"기타 아시아","기 타","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","","","","","","","","","2","3","6","2","0","2",
